idEvent,dateEvent,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2346854,2025-09-20,Round 500,Dallas Stars,2,St. Louis Blues,1,,https://www.thesportsdb.com/images/media/event/thumb/qms2p21760899264.jpg
2286644,2025-09-21,Round 500,New Jersey Devils,3,New York Rangers,5,https://r2.thesportsdb.com/images/media/event/poster/7nqems1681781182.jpg,https://www.thesportsdb.com/images/media/event/thumb/zb3tbw1760899265.jpg
2286645,2025-09-21,Round 500,Ottawa Senators,3,Toronto Maple Leafs,4,,https://www.thesportsdb.com/images/media/event/thumb/rayksz1760899266.jpg
2286646,2025-09-21,Round 500,Nashville Predators,5,Florida Panthers,0,,https://www.thesportsdb.com/images/media/event/thumb/vdj0yv1760899267.jpg
2286647,2025-09-21,Round 500,Boston Bruins,2,Washington Capitals,5,,https://www.thesportsdb.com/images/media/event/thumb/yogr801760899268.jpg
2286648,2025-09-21,Round 500,Columbus Blue Jackets,4,St. Louis Blues,1,,https://www.thesportsdb.com/images/media/event/thumb/apa7nw1760899269.jpg
2346856,2025-09-21,Round 500,Winnipeg Jets,2,Minnesota Wild,3,,https://www.thesportsdb.com/images/media/event/thumb/c7l7oz1760899274.jpg
2286649,2025-09-21,Round 500,Los Angeles Kings,3,Anaheim Ducks,1,,https://www.thesportsdb.com/images/media/event/thumb/4xwz191760899270.jpg
2286650,2025-09-21,Round 500,Nashville Predators,5,Florida Panthers,3,,https://www.thesportsdb.com/images/media/event/thumb/2elupm1760899271.jpg
2286651,2025-09-21,Round 500,New York Islanders,2,Philadelphia Flyers,3,,https://www.thesportsdb.com/images/media/event/thumb/67xicj1760899272.jpg
2346855,2025-09-21,Round 500,Utah Mammoth,1,Colorado Avalanche,5,,https://www.thesportsdb.com/images/media/event/thumb/fcjjt41760899273.jpg
2286652,2025-09-22,Round 500,San Jose Sharks,3,Vegas Golden Knights,0,,https://www.thesportsdb.com/images/media/event/thumb/2asorn1760899275.jpg
2346857,2025-09-22,Round 500,Seattle Kraken,5,Vancouver Canucks,3,,https://www.thesportsdb.com/images/media/event/thumb/1i6cfh1760899280.jpg
2346858,2025-09-22,Round 500,Edmonton Oilers,2,Calgary Flames,3,,https://www.thesportsdb.com/images/media/event/thumb/40evqm1760899281.jpg
2346859,2025-09-22,Round 500,Calgary Flames,0,Edmonton Oilers,3,,https://www.thesportsdb.com/images/media/event/thumb/2jec2o1760899282.jpg
2346860,2025-09-22,Round 500,Colorado Avalanche,3,Utah Mammoth,2,,https://www.thesportsdb.com/images/media/event/thumb/boz1n01760899283.jpg
2286653,2025-09-22,Round 500,Carolina Hurricanes,1,Tampa Bay Lightning,2,,https://www.thesportsdb.com/images/media/event/thumb/qo9mm41760899276.jpg
2286654,2025-09-22,Round 500,Columbus Blue Jackets,0,Buffalo Sabres,4,,https://www.thesportsdb.com/images/media/event/thumb/4kl66r1760899277.jpg
2286655,2025-09-22,Round 500,Montreal Canadiens,2,Pittsburgh Penguins,1,,https://www.thesportsdb.com/images/media/event/thumb/fxmsse1760899279.jpg
2286656,2025-09-23,Round 500,Anaheim Ducks,6,Utah Mammoth,1,,https://www.thesportsdb.com/images/media/event/thumb/98r98c1760899284.jpg
2286658,2025-09-23,Round 500,New York Rangers,4,Boston Bruins,5,,https://www.thesportsdb.com/images/media/event/thumb/fihtfs1760899286.jpg
2286659,2025-09-23,Round 500,Toronto Maple Leafs,2,Ottawa Senators,3,,https://www.thesportsdb.com/images/media/event/thumb/ruhody1760899287.jpg
2286660,2025-09-23,Round 500,Montreal Canadiens,4,Philadelphia Flyers,2,,https://www.thesportsdb.com/images/media/event/thumb/sih9rc1760899288.jpg
2286661,2025-09-23,Round 500,Detroit Red Wings,3,Chicago Blackhawks,2,,https://www.thesportsdb.com/images/media/event/thumb/m73f5k1760899289.jpg
2286662,2025-09-23,Round 500,Buffalo Sabres,2,Columbus Blue Jackets,1,,https://www.thesportsdb.com/images/media/event/thumb/taok4q1760899290.jpg
2286657,2025-09-23,Round 500,New Jersey Devils,6,New York Islanders,2,,https://www.thesportsdb.com/images/media/event/thumb/lzbw881760899285.jpg
2286663,2025-09-24,Round 500,Nashville Predators,2,Tampa Bay Lightning,3,,https://www.thesportsdb.com/images/media/event/thumb/txdspy1760899291.jpg
2346861,2025-09-24,Round 500,Dallas Stars,3,Minnesota Wild,2,https://r2.thesportsdb.com/images/media/event/poster/khoj5x1681781304.jpg,https://www.thesportsdb.com/images/media/event/thumb/kwpjxk1760899295.jpg
2346862,2025-09-24,Round 500,Winnipeg Jets,2,Edmonton Oilers,3,,https://www.thesportsdb.com/images/media/event/thumb/29t8hn1760899296.jpg
2346863,2025-09-24,Round 500,Calgary Flames,4,Seattle Kraken,1,,https://www.thesportsdb.com/images/media/event/thumb/2ad2pr1760899298.jpg
2286664,2025-09-24,Round 500,Vegas Golden Knights,1,Los Angeles Kings,3,,https://www.thesportsdb.com/images/media/event/thumb/xvk6j01760899292.jpg
2286665,2025-09-24,Round 500,Carolina Hurricanes,2,Florida Panthers,4,,https://www.thesportsdb.com/images/media/event/thumb/upv6xt1760899293.jpg
2286666,2025-09-24,Round 500,Columbus Blue Jackets,4,Pittsburgh Penguins,1,,https://www.thesportsdb.com/images/media/event/thumb/jv0mwh1760899294.jpg
2346864,2025-09-25,Round 500,Edmonton Oilers,1,Seattle Kraken,4,,https://www.thesportsdb.com/images/media/event/thumb/rufif61760899304.jpg
2346865,2025-09-25,Round 500,Vancouver Canucks,3,Calgary Flames,1,,https://www.thesportsdb.com/images/media/event/thumb/3fe4yw1760899305.jpg
2286667,2025-09-25,Round 500,Anaheim Ducks,0,Los Angeles Kings,3,,https://www.thesportsdb.com/images/media/event/thumb/3ro8zu1760899299.jpg
2286671,2025-09-25,Round 500,Detroit Red Wings,5,Buffalo Sabres,2,,https://www.thesportsdb.com/images/media/event/thumb/l55umy1760899303.jpg
2286670,2025-09-25,Round 500,Montreal Canadiens,2,Toronto Maple Leafs,7,,https://www.thesportsdb.com/images/media/event/thumb/v1rl9e1760899302.jpg
2286669,2025-09-25,Round 500,New York Rangers,4,New York Islanders,5,,https://www.thesportsdb.com/images/media/event/thumb/9z3rq51760899301.jpg
2286668,2025-09-25,Round 500,Washington Capitals,5,Philadelphia Flyers,1,,https://www.thesportsdb.com/images/media/event/thumb/371nvu1760899300.jpg
2346866,2025-09-26,Round 500,Minnesota Wild,2,Dallas Stars,5,,https://www.thesportsdb.com/images/media/event/thumb/uo54vf1760899310.jpg
2286672,2025-09-26,Round 500,Vegas Golden Knights,3,Utah Mammoth,2,,https://www.thesportsdb.com/images/media/event/thumb/awrqnw1760899306.jpg
2286673,2025-09-26,Round 500,New York Islanders,2,New Jersey Devils,4,,https://www.thesportsdb.com/images/media/event/thumb/jjj5r51760899307.jpg
2286674,2025-09-26,Round 500,Tampa Bay Lightning,6,Carolina Hurricanes,5,,https://www.thesportsdb.com/images/media/event/thumb/6u6ubk1760899308.jpg
2286675,2025-09-26,Round 500,Pittsburgh Penguins,3,Detroit Red Wings,2,,https://www.thesportsdb.com/images/media/event/thumb/ixizh71760899309.jpg
2346867,2025-09-27,Round 500,Edmonton Oilers,4,Winnipeg Jets,0,,https://www.thesportsdb.com/images/media/event/thumb/dwmqa21760899320.jpg
2346868,2025-09-27,Round 500,Vancouver Canucks,4,Seattle Kraken,2,,https://www.thesportsdb.com/images/media/event/thumb/4q6txc1760899321.jpg
2286676,2025-09-27,Round 500,San Jose Sharks,1,Vegas Golden Knights,2,,https://www.thesportsdb.com/images/media/event/thumb/c32jza1760899311.jpg
2286677,2025-09-27,Round 500,Buffalo Sabres,5,Detroit Red Wings,2,,https://www.thesportsdb.com/images/media/event/thumb/66b6az1760899312.jpg
2286678,2025-09-27,Round 500,Philadelphia Flyers,3,Boston Bruins,4,,https://www.thesportsdb.com/images/media/event/thumb/0ngr3t1760899314.jpg
2286679,2025-09-27,Round 500,Los Angeles Kings,3,Anaheim Ducks,5,,https://www.thesportsdb.com/images/media/event/thumb/ub5v4y1760899315.jpg
2286680,2025-09-27,Round 500,Colorado Avalanche,4,Dallas Stars,1,,https://www.thesportsdb.com/images/media/event/thumb/xl268g1760899316.jpg
2286681,2025-09-27,Round 500,Pittsburgh Penguins,4,Columbus Blue Jackets,1,,https://www.thesportsdb.com/images/media/event/thumb/l33inq1760899317.jpg
2286682,2025-09-27,Round 500,Toronto Maple Leafs,2,Montreal Canadiens,4,,https://www.thesportsdb.com/images/media/event/thumb/5ff7ht1760899318.jpg
2286683,2025-09-27,Round 500,Tampa Bay Lightning,4,Nashville Predators,1,,https://www.thesportsdb.com/images/media/event/thumb/va4d8l1760899319.jpg
2346869,2025-09-27,Round 500,St. Louis Blues,2,Chicago Blackhawks,4,,https://www.thesportsdb.com/images/media/event/thumb/byamp41760899322.jpg
2346870,2025-09-28,Round 500,Winnipeg Jets,4,Calgary Flames,2,,https://www.thesportsdb.com/images/media/event/thumb/w48gjj1760899326.jpg
2286684,2025-09-28,Round 500,Ottawa Senators,2,New Jersey Devils,0,,https://www.thesportsdb.com/images/media/event/thumb/mtywqr1760899323.jpg
2346871,2025-09-28,Round 500,New Jersey Devils,2,Washington Capitals,3,,https://www.thesportsdb.com/images/media/event/thumb/x6zt571760899327.jpg
2346872,2025-09-28,Round 500,Minnesota Wild,1,Chicago Blackhawks,4,,https://www.thesportsdb.com/images/media/event/thumb/23lhdu1760899328.jpg
2286685,2025-09-28,Round 500,Carolina Hurricanes,4,Nashville Predators,2,,https://www.thesportsdb.com/images/media/event/thumb/4bf4iw1760899324.jpg
2346873,2025-09-29,Round 500,Edmonton Oilers,4,Vancouver Canucks,3,,https://www.thesportsdb.com/images/media/event/thumb/zdo79i1760899333.jpg
2286686,2025-09-29,Round 500,Florida Panthers,4,Carolina Hurricanes,3,,https://www.thesportsdb.com/images/media/event/thumb/o6v35k1760899329.jpg
2286689,2025-09-29,Round 500,New York Islanders,2,New York Rangers,3,,https://www.thesportsdb.com/images/media/event/thumb/f3g4xe1760899332.jpg
2286687,2025-09-29,Round 500,Boston Bruins,2,Philadelphia Flyers,3,,https://www.thesportsdb.com/images/media/event/thumb/0pobpn1760899330.jpg
2286688,2025-09-29,Round 500,Detroit Red Wings,1,Pittsburgh Penguins,2,,https://www.thesportsdb.com/images/media/event/thumb/i8d68b1760899331.jpg
2346874,2025-09-30,Round 500,Seattle Kraken,1,Calgary Flames,2,,https://www.thesportsdb.com/images/media/event/thumb/t2kcrs1760899339.jpg
2286690,2025-09-30,Round 500,Anaheim Ducks,3,San Jose Sharks,2,,https://www.thesportsdb.com/images/media/event/thumb/w4bsmt1760899334.jpg
2286693,2025-09-30,Round 500,Ottawa Senators,0,Montreal Canadiens,5,,https://www.thesportsdb.com/images/media/event/thumb/d1ufcg1760899337.jpg
2286692,2025-09-30,Round 500,Columbus Blue Jackets,3,Washington Capitals,4,,https://www.thesportsdb.com/images/media/event/thumb/1b6wg31760899336.jpg
2286691,2025-09-30,Round 500,Florida Panthers,3,Tampa Bay Lightning,2,,https://www.thesportsdb.com/images/media/event/thumb/7ly1kv1760899335.jpg
2286695,2025-10-01,Round 500,Colorado Avalanche,4,Vegas Golden Knights,2,,https://www.thesportsdb.com/images/media/event/thumb/7mojq11760899341.jpg
2286694,2025-10-01,Round 500,Chicago Blackhawks,1,Detroit Red Wings,3,,https://www.thesportsdb.com/images/media/event/thumb/3ys5041760899340.jpg
2346875,2025-10-01,Round 500,Minnesota Wild,3,Winnipeg Jets,2,,https://www.thesportsdb.com/images/media/event/thumb/jcrsa61760899344.jpg
2346876,2025-10-01,Round 500,St. Louis Blues,3,Dallas Stars,5,,https://www.thesportsdb.com/images/media/event/thumb/50buw21760899345.jpg
2286696,2025-10-01,Round 500,Utah Mammoth,2,Los Angeles Kings,3,,https://www.thesportsdb.com/images/media/event/thumb/f1dh8g1760899342.jpg
2286697,2025-10-01,Round 500,Buffalo Sabres,3,Pittsburgh Penguins,5,,https://www.thesportsdb.com/images/media/event/thumb/vadwn21760899343.jpg
2286698,2025-10-02,Round 500,Vegas Golden Knights,2,Colorado Avalanche,1,,https://www.thesportsdb.com/images/media/event/thumb/whtuy31760899346.jpg
2346877,2025-10-02,Round 500,Calgary Flames,1,Vancouver Canucks,8,,https://www.thesportsdb.com/images/media/event/thumb/gbyvxq1760899354.jpg
2286699,2025-10-02,Round 500,San Jose Sharks,2,Anaheim Ducks,5,,https://www.thesportsdb.com/images/media/event/thumb/7d07ai1760899348.jpg
2346878,2025-10-02,Round 500,Seattle Kraken,4,Edmonton Oilers,2,,https://www.thesportsdb.com/images/media/event/thumb/8pfiv61760899355.jpg
2286701,2025-10-02,Round 500,Philadelphia Flyers,3,New York Islanders,4,,https://www.thesportsdb.com/images/media/event/thumb/m92pwz1760899350.jpg
2286702,2025-10-02,Round 500,Tampa Bay Lightning,5,Florida Panthers,2,,https://www.thesportsdb.com/images/media/event/thumb/zi2vjv1760899351.jpg
2286703,2025-10-02,Round 500,New York Rangers,1,New Jersey Devils,3,,https://www.thesportsdb.com/images/media/event/thumb/w1j7xh1760899352.jpg
2286704,2025-10-02,Round 500,Washington Capitals,1,Boston Bruins,3,,https://www.thesportsdb.com/images/media/event/thumb/mh2q551760899353.jpg
2286700,2025-10-02,Round 500,Toronto Maple Leafs,1,Detroit Red Wings,3,,https://www.thesportsdb.com/images/media/event/thumb/bh0u5a1760899349.jpg
2286705,2025-10-03,Round 500,St. Louis Blues,7,Ottawa Senators,1,,https://www.thesportsdb.com/images/media/event/thumb/ypbffs1760899356.jpg
2286706,2025-10-03,Round 500,Utah Mammoth,2,Los Angeles Kings,1,,https://www.thesportsdb.com/images/media/event/thumb/2tkb311760899357.jpg
2286707,2025-10-03,Round 500,Pittsburgh Penguins,5,Buffalo Sabres,4,,https://www.thesportsdb.com/images/media/event/thumb/0jzi6v1760899359.jpg
2346879,2025-10-04,Round 500,Chicago Blackhawks,2,Minnesota Wild,3,,https://www.thesportsdb.com/images/media/event/thumb/5yog811760899371.jpg
2346880,2025-10-04,Round 500,Calgary Flames,4,Winnipeg Jets,5,,https://www.thesportsdb.com/images/media/event/thumb/ijwvr71760899372.jpg
2286708,2025-10-04,Round 500,Vegas Golden Knights,1,San Jose Sharks,4,,https://www.thesportsdb.com/images/media/event/thumb/4d7vbr1760899360.jpg
2346881,2025-10-04,Round 500,Vancouver Canucks,3,Edmonton Oilers,2,,https://www.thesportsdb.com/images/media/event/thumb/rqokhz1760899373.jpg
2286710,2025-10-04,Round 500,Philadelphia Flyers,4,New Jersey Devils,3,,https://www.thesportsdb.com/images/media/event/thumb/dc5cdr1760899362.jpg
2286709,2025-10-04,Round 500,Boston Bruins,4,New York Rangers,1,,https://www.thesportsdb.com/images/media/event/thumb/2m5lds1760899361.jpg
2286712,2025-10-04,Round 500,Nashville Predators,3,Carolina Hurricanes,2,,https://www.thesportsdb.com/images/media/event/thumb/h97a3k1760899364.jpg
2286711,2025-10-04,Round 500,Los Angeles Kings,5,Anaheim Ducks,4,,https://www.thesportsdb.com/images/media/event/thumb/aivjfp1760899363.jpg
2286713,2025-10-04,Round 500,Dallas Stars,3,Colorado Avalanche,2,,https://www.thesportsdb.com/images/media/event/thumb/i4i11i1760899365.jpg
2286717,2025-10-04,Round 500,Washington Capitals,2,Columbus Blue Jackets,1,,https://www.thesportsdb.com/images/media/event/thumb/tia9xd1760899370.jpg
2286716,2025-10-04,Round 500,Montreal Canadiens,1,Ottawa Senators,3,,https://www.thesportsdb.com/images/media/event/thumb/m38cer1760899369.jpg
2286715,2025-10-04,Round 500,Florida Panthers,7,Tampa Bay Lightning,0,,https://www.thesportsdb.com/images/media/event/thumb/70h96o1760899368.jpg
2286714,2025-10-04,Round 500,Detroit Red Wings,6,Toronto Maple Leafs,5,,https://www.thesportsdb.com/images/media/event/thumb/uu2nae1760899366.jpg
2346882,2025-10-04,Round 500,Chicago Blackhawks,0,St. Louis Blues,4,,https://www.thesportsdb.com/images/media/event/thumb/jhk26n1760899374.jpg
2286718,2025-10-05,Round 500,Utah Mammoth,6,San Jose Sharks,4,,https://www.thesportsdb.com/images/media/event/thumb/fcsmte1760899375.jpg
2346883,2025-10-07,Round 1,Florida Panthers,3,Chicago Blackhawks,2,,https://www.thesportsdb.com/images/media/event/thumb/xk09y71760899376.jpg
2346884,2025-10-08,Round 1,New York Rangers,0,Pittsburgh Penguins,3,,https://www.thesportsdb.com/images/media/event/thumb/mpppu71760899378.jpg
2346885,2025-10-08,Round 1,Los Angeles Kings,1,Colorado Avalanche,4,,https://www.thesportsdb.com/images/media/event/thumb/bnggoi1760899379.jpg
2346886,2025-10-08,Round 1,Toronto Maple Leafs,5,Montreal Canadiens,2,,https://www.thesportsdb.com/images/media/event/thumb/ruco151760899380.jpg
2346887,2025-10-08,Round 1,Washington Capitals,1,Boston Bruins,3,,https://www.thesportsdb.com/images/media/event/thumb/mh9uj71760899381.jpg
2346888,2025-10-09,Round 1,Edmonton Oilers,3,Calgary Flames,4,,https://www.thesportsdb.com/images/media/event/thumb/yoq7611760899382.jpg
2346889,2025-10-09,Round 1,Vegas Golden Knights,5,Los Angeles Kings,6,,https://www.thesportsdb.com/images/media/event/thumb/azfokp1760899383.jpg
2346890,2025-10-09,Round 1,Boston Bruins,4,Chicago Blackhawks,3,,https://www.thesportsdb.com/images/media/event/thumb/bp4tgd1760899384.jpg
2346891,2025-10-09,Round 1,Buffalo Sabres,0,New York Rangers,4,,https://www.thesportsdb.com/images/media/event/thumb/stlff81760899385.jpg
2346892,2025-10-09,Round 1,Detroit Red Wings,1,Montreal Canadiens,5,,https://www.thesportsdb.com/images/media/event/thumb/de32nk1760899387.jpg
2346893,2025-10-09,Round 1,Florida Panthers,2,Philadelphia Flyers,1,,https://www.thesportsdb.com/images/media/event/thumb/djj0pl1760899388.jpg
2346894,2025-10-09,Round 1,Pittsburgh Penguins,4,New York Islanders,3,,https://www.thesportsdb.com/images/media/event/thumb/xf18641760899389.jpg
2346895,2025-10-09,Round 1,Tampa Bay Lightning,4,Ottawa Senators,5,,https://www.thesportsdb.com/images/media/event/thumb/9akvia1760899390.jpg
2346896,2025-10-09,Round 1,Carolina Hurricanes,6,New Jersey Devils,3,,https://www.thesportsdb.com/images/media/event/thumb/946fc91760899391.jpg
2346897,2025-10-10,Round 1,Winnipeg Jets,4,Dallas Stars,5,,https://www.thesportsdb.com/images/media/event/thumb/43172h1760899392.jpg
2346898,2025-10-10,Round 1,St. Louis Blues,0,Minnesota Wild,5,,https://www.thesportsdb.com/images/media/event/thumb/xdtvn11760899393.jpg
2346899,2025-10-10,Round 1,Nashville Predators,2,Columbus Blue Jackets,1,,https://www.thesportsdb.com/images/media/event/thumb/bjko2d1760899394.jpg
2346900,2025-10-10,Round 1,Colorado Avalanche,2,Utah Mammoth,1,,https://www.thesportsdb.com/images/media/event/thumb/zyt7gq1760899396.jpg
2346901,2025-10-10,Round 1,San Jose Sharks,3,Vegas Golden Knights,4,,https://www.thesportsdb.com/images/media/event/thumb/9ik3br1760899397.jpg
2346902,2025-10-10,Round 1,Seattle Kraken,3,Anaheim Ducks,1,,https://www.thesportsdb.com/images/media/event/thumb/72dw0z1760899398.jpg
2346903,2025-10-10,Round 1,Vancouver Canucks,5,Calgary Flames,1,,https://www.thesportsdb.com/images/media/event/thumb/mljehp1760899399.jpg
2346904,2025-10-11,Round 1,Winnipeg Jets,3,Los Angeles Kings,2,,https://www.thesportsdb.com/images/media/event/thumb/8ikmua1760899400.jpg
2346905,2025-10-11,Round 1,Calgary Flames,2,St. Louis Blues,4,,https://www.thesportsdb.com/images/media/event/thumb/tl27y31760899401.jpg
2346906,2025-10-11,Round 1,Tampa Bay Lightning,3,New Jersey Devils,5,,https://www.thesportsdb.com/images/media/event/thumb/l83b921760899402.jpg
2346907,2025-10-11,Round 1,Pittsburgh Penguins,1,New York Rangers,6,,https://www.thesportsdb.com/images/media/event/thumb/s4lbk91760899403.jpg
2346908,2025-10-11,Round 1,New York Islanders,2,Washington Capitals,4,,https://www.thesportsdb.com/images/media/event/thumb/6heyn61760899405.jpg
2346909,2025-10-11,Round 1,Florida Panthers,6,Ottawa Senators,2,,https://www.thesportsdb.com/images/media/event/thumb/mmizqn1760899406.jpg
2346910,2025-10-11,Round 1,Detroit Red Wings,6,Toronto Maple Leafs,3,,https://www.thesportsdb.com/images/media/event/thumb/v4e02h1760899407.jpg
2346911,2025-10-11,Round 1,Chicago Blackhawks,2,Montreal Canadiens,3,,https://www.thesportsdb.com/images/media/event/thumb/tds5nn1760899408.jpg
2346912,2025-10-11,Round 1,Carolina Hurricanes,4,Philadelphia Flyers,3,,https://www.thesportsdb.com/images/media/event/thumb/2eb4dp1760899409.jpg
2346913,2025-10-11,Round 1,Boston Bruins,3,Buffalo Sabres,1,,https://www.thesportsdb.com/images/media/event/thumb/bki0f51760899410.jpg
2346914,2025-10-12,Round 1,Minnesota Wild,4,Columbus Blue Jackets,7,,https://www.thesportsdb.com/images/media/event/thumb/t6l2oo1760899411.jpg
2346915,2025-10-12,Round 1,Nashville Predators,2,Utah Mammoth,3,,https://www.thesportsdb.com/images/media/event/thumb/simdgg1760899413.jpg
2346916,2025-10-12,Round 1,Colorado Avalanche,4,Dallas Stars,5,,https://www.thesportsdb.com/images/media/event/thumb/xsf7he1760899414.jpg
2346917,2025-10-12,Round 1,Edmonton Oilers,3,Vancouver Canucks,1,,https://www.thesportsdb.com/images/media/event/thumb/jt7g6c1760899415.jpg
2346918,2025-10-12,Round 1,San Jose Sharks,6,Anaheim Ducks,7,,https://www.thesportsdb.com/images/media/event/thumb/op42q71760899416.jpg
2346919,2025-10-12,Round 1,Seattle Kraken,2,Vegas Golden Knights,1,,https://www.thesportsdb.com/images/media/event/thumb/gp43mx1760899417.jpg
2346920,2025-10-12,Round 1,New York Rangers,0,Washington Capitals,1,,https://www.thesportsdb.com/images/media/event/thumb/effpon1760899418.jpg
2346921,2025-10-13,Round 2,Buffalo Sabres,1,Colorado Avalanche,3,,https://www.thesportsdb.com/images/media/event/thumb/jpkdoa1760899420.jpg
2346922,2025-10-13,Round 2,Boston Bruins,3,Tampa Bay Lightning,4,,https://www.thesportsdb.com/images/media/event/thumb/krt9771760899421.jpg
2346923,2025-10-13,Round 2,New York Islanders,2,Winnipeg Jets,5,,https://www.thesportsdb.com/images/media/event/thumb/m4v9et1760899422.jpg
2346924,2025-10-13,Round 2,Ottawa Senators,1,Nashville Predators,4,,https://www.thesportsdb.com/images/media/event/thumb/7a3cyr1760899423.jpg
2346925,2025-10-13,Round 2,Toronto Maple Leafs,2,Detroit Red Wings,3,,https://www.thesportsdb.com/images/media/event/thumb/wh7vd51760899424.jpg
2346926,2025-10-13,Round 2,Columbus Blue Jackets,2,New Jersey Devils,3,,https://www.thesportsdb.com/images/media/event/thumb/b7wgsj1760899426.jpg
2346927,2025-10-13,Round 2,Philadelphia Flyers,5,Florida Panthers,2,,https://www.thesportsdb.com/images/media/event/thumb/p0ho241760899427.jpg
2346928,2025-10-13,Round 2,Vancouver Canucks,2,St. Louis Blues,5,,https://www.thesportsdb.com/images/media/event/thumb/w8j27w1760899428.jpg
2346929,2025-10-14,Round 2,Minnesota Wild,4,Los Angeles Kings,3,,https://www.thesportsdb.com/images/media/event/thumb/srhpei1760899429.jpg
2346930,2025-10-14,Round 2,Chicago Blackhawks,3,Utah Mammoth,1,,https://www.thesportsdb.com/images/media/event/thumb/vzdfk71760899430.jpg
2346931,2025-10-14,Round 2,Washington Capitals,3,Tampa Bay Lightning,2,,https://www.thesportsdb.com/images/media/event/thumb/2f2q171760899432.jpg
2346932,2025-10-14,Round 2,New York Rangers,0,Edmonton Oilers,2,,https://www.thesportsdb.com/images/media/event/thumb/bdr3yp1760899433.jpg
2346933,2025-10-14,Round 2,Montreal Canadiens,5,Seattle Kraken,4,,https://www.thesportsdb.com/images/media/event/thumb/kss6wy1760899434.jpg
2346934,2025-10-14,Round 2,Toronto Maple Leafs,7,Nashville Predators,4,,https://www.thesportsdb.com/images/media/event/thumb/v5ucsx1760899436.jpg
2346935,2025-10-15,Round 2,Calgary Flames,2,Vegas Golden Knights,4,,https://www.thesportsdb.com/images/media/event/thumb/itljiv1760899437.jpg
2346936,2025-10-15,Round 2,Dallas Stars,5,Minnesota Wild,2,https://r2.thesportsdb.com/images/media/event/poster/khoj5x1681781304.jpg,https://www.thesportsdb.com/images/media/event/thumb/ngxtof1760899438.jpg
2346937,2025-10-15,Round 2,San Jose Sharks,1,Carolina Hurricanes,5,,https://www.thesportsdb.com/images/media/event/thumb/y9w9v51760899439.jpg
2346938,2025-10-15,Round 2,Anaheim Ducks,4,Pittsburgh Penguins,3,,https://www.thesportsdb.com/images/media/event/thumb/tl31871760899440.jpg
2346939,2025-10-15,Round 2,Buffalo Sabres,8,Ottawa Senators,4,,https://www.thesportsdb.com/images/media/event/thumb/keiuxg1760899442.jpg
2346940,2025-10-15,Round 2,Detroit Red Wings,4,Florida Panthers,1,,https://www.thesportsdb.com/images/media/event/thumb/b8d1xe1760899443.jpg
2346941,2025-10-16,Round 2,St. Louis Blues,3,Chicago Blackhawks,8,,https://www.thesportsdb.com/images/media/event/thumb/qdfdxy1760899444.jpg
2346942,2025-10-16,Round 2,Utah Mammoth,3,Calgary Flames,1,,https://www.thesportsdb.com/images/media/event/thumb/g0bnfb1760899446.jpg
2346943,2025-10-16,Round 2,Philadelphia Flyers,2,Winnipeg Jets,5,,https://www.thesportsdb.com/images/media/event/thumb/bk3wof1760899447.jpg
2346944,2025-10-16,Round 2,Toronto Maple Leafs,2,New York Rangers,1,,https://www.thesportsdb.com/images/media/event/thumb/oe41mo1760899448.jpg
2346945,2025-10-16,Round 2,Columbus Blue Jackets,1,Colorado Avalanche,4,,https://www.thesportsdb.com/images/media/event/thumb/cyrvd01760899449.jpg
2346946,2025-10-16,Round 2,Ottawa Senators,4,Seattle Kraken,3,,https://www.thesportsdb.com/images/media/event/thumb/t9m4a41760899450.jpg
2346947,2025-10-16,Round 2,New Jersey Devils,3,Florida Panthers,1,,https://www.thesportsdb.com/images/media/event/thumb/uyhm7c1760899451.jpg
2346948,2025-10-16,Round 2,Montreal Canadiens,3,Nashville Predators,2,,https://www.thesportsdb.com/images/media/event/thumb/fpa8m31760899453.jpg
2346949,2025-10-16,Round 2,New York Islanders,4,Edmonton Oilers,2,,https://www.thesportsdb.com/images/media/event/thumb/yzbjuc1760899454.jpg
2346950,2025-10-17,Round 2,Dallas Stars,3,Vancouver Canucks,5,,https://www.thesportsdb.com/images/media/event/thumb/syt6yk1760899455.jpg
2346951,2025-10-17,Round 2,Anaheim Ducks,1,Carolina Hurricanes,4,,https://www.thesportsdb.com/images/media/event/thumb/1rk5g01760899456.jpg
2346952,2025-10-17,Round 2,Los Angeles Kings,2,Pittsburgh Penguins,4,,https://www.thesportsdb.com/images/media/event/thumb/mmp4ex1760899457.jpg
2346953,2025-10-17,Round 2,Vegas Golden Knights,6,Boston Bruins,5,,https://www.thesportsdb.com/images/media/event/thumb/ymnkro1760899459.jpg
2346954,2025-10-17,Round 2,Washington Capitals,5,Minnesota Wild,1,,https://www.thesportsdb.com/images/media/event/thumb/j3az3y1760899460.jpg
2346955,2025-10-17,Round 2,Detroit Red Wings,2,Tampa Bay Lightning,1,,https://www.thesportsdb.com/images/media/event/thumb/acg98w1760899461.jpg
2346956,2025-10-18,Round 2,Chicago Blackhawks,2,Vancouver Canucks,3,,https://www.thesportsdb.com/images/media/event/thumb/mrif5r1760899462.jpg
2346957,2025-10-18,Round 2,Utah Mammoth,6,San Jose Sharks,3,,https://www.thesportsdb.com/images/media/event/thumb/5g7prc1760899463.jpg
